@Relation genericBIFF
@Attribute cap-shape {b,s,c,f,x,k}
@Attribute cap-surface {s,f,g,y}
@Attribute cap-color {p,b,r,c,e,u,w,g,y,n}
@Attribute bruises {t,f}
@Attribute odor {p,a,c,s,f,y,l,m,n}
@Attribute gill-attachment {a,f}
@Attribute gill-spacing {c,w}
@Attribute gill-size {b,n}
@Attribute gill-color {b,e,g,h,k,n,o,p,r,u,w,y}
@Attribute stalk-shape {t,e}
@Attribute stalk-root {b,r,c,e}
@Attribute stalk-surface-above-ring {s,f,y,k}
@Attribute stalk-surface-below-ring {s,f,y,k}
@Attribute stalk-color-above-ring {p,b,c,e,w,g,y,n,o}
@Attribute stalk-color-below-ring {p,b,c,e,w,g,y,n,o}
@Attribute veil-type {p}
@Attribute veil-color {w,y,n,o}
@Attribute ring-number {t,n,o}
@Attribute ring-type {p,e,f,l,n}
@Attribute spore-print-color {r,b,u,w,h,y,k,n,o}
@Attribute population {a,s,c,v,y,n}
@Attribute habitat {p,d,u,g,w,l,m}
@Attribute class {p,e}

@DATA
b,?,y,t,a,f,c,b,n,?,c,?,s,?,?,p,w,o,p,n,n,m,?
s,?,n,f,n,f,?,n,?,e,e,s,s,w,w,?,w,o,?,n,?,u,?
?,s,?,t,l,f,?,b,?,e,c,s,?,w,?,p,w,o,p,?,?,m,e
?,y,w,t,l,f,c,b,n,e,c,s,s,w,?,?,?,o,?,k,?,m,e
f,?,n,t,a,?,c,b,n,e,r,s,y,w,?,p,?,o,p,?,s,g,?
b,y,y,t,?,f,c,b,g,e,?,s,s,w,?,p,?,?,?,k,s,m,?
b,y,w,?,a,?,?,b,g,e,c,?,?,w,w,p,w,o,?,k,?,g,e
?,y,?,t,?,?,?,b,n,e,r,?,y,w,?,p,w,o,p,n,?,p,?
f,f,g,?,n,f,c,n,p,e,e,?,s,w,w,p,w,o,p,n,?,u,e
?,f,g,f,?,f,c,n,g,e,?,s,s,w,w,p,w,?,p,k,y,u,e
b,y,y,t,?,?,?,b,n,e,?,s,s,w,?,?,w,o,?,?,?,g,e
x,s,?,t,l,f,?,?,n,e,c,s,s,w,w,p,w,o,p,k,s,?,e
b,y,?,t,l,f,c,b,k,e,c,s,s,?,w,?,w,o,p,?,s,g,e
?,s,w,t,?,f,c,b,g,?,?,s,s,w,?,p,?,o,p,k,s,m,e
?,s,y,t,a,f,c,b,?,e,c,s,s,?,w,p,w,?,p,n,?,m,e
x,s,?,t,a,f,c,b,k,e,?,s,s,?,?,?,w,?,p,k,s,?,?
x,f,g,f,n,f,w,b,p,?,e,f,f,?,w,?,w,o,e,k,?,g,?
?,?,?,?,a,f,?,n,?,t,b,s,?,?,?,p,w,o,p,?,?,d,e
?,y,w,?,?,f,?,n,p,?,e,s,?,w,w,?,w,o,p,?,?,g,?
x,f,w,?,n,?,w,b,?,t,e,?,s,w,?,p,w,o,e,k,a,g,e
b,y,w,?,a,?,c,?,w,e,?,s,s,w,w,?,w,o,p,k,s,g,e
x,s,?,?,l,f,w,?,w,?,b,s,?,w,w,?,w,o,?,n,v,d,e
?,?,w,t,a,?,?,b,n,e,c,s,s,w,w,?,w,o,p,k,?,?,e
x,?,w,t,?,f,?,b,?,e,c,s,?,w,?,p,w,o,p,k,?,g,e
x,?,n,?,n,f,c,b,p,?,b,s,s,g,p,?,w,o,p,?,y,d,e
?,y,w,t,?,?,c,?,?,?,c,s,s,w,w,p,w,o,?,n,s,m,e
x,s,y,t,l,f,c,?,?,e,c,s,?,w,w,p,?,o,p,n,?,?,?
?,y,n,t,a,f,?,b,?,?,?,?,y,w,w,p,w,o,p,k,y,g,e
x,f,?,f,n,f,w,b,n,t,e,?,?,w,?,p,w,?,e,n,?,g,e
x,?,?,t,l,f,c,b,w,?,c,s,?,w,w,p,?,?,p,?,s,g,e
x,y,w,t,p,?,c,n,?,e,e,s,s,?,w,p,w,?,p,n,v,g,?
x,?,?,?,?,f,?,?,?,e,c,s,?,w,?,p,w,?,p,?,s,?,e
?,f,?,?,a,f,w,n,p,?,?,s,?,?,w,p,w,o,p,n,v,d,?
b,s,?,t,?,f,c,b,g,e,c,s,?,?,w,p,w,?,?,n,n,?,e
x,y,w,t,p,f,c,n,?,?,e,?,s,w,?,p,w,o,p,?,v,u,p
x,s,?,t,a,f,w,?,w,t,b,s,s,w,w,p,w,o,p,?,v,d,?
x,y,?,?,a,?,c,b,k,e,c,s,?,w,w,?,w,o,p,k,?,m,?
?,?,w,t,?,f,?,n,?,t,b,?,s,?,w,p,w,o,p,n,v,d,e
f,s,w,t,l,f,w,n,w,?,b,s,s,w,w,p,?,?,p,?,?,d,e
x,?,y,t,l,f,c,b,?,e,c,s,s,w,?,?,w,?,?,n,?,m,e
f,f,?,t,a,f,w,n,?,?,b,?,s,w,w,p,w,?,p,?,v,d,e
x,s,?,t,a,f,c,b,w,e,?,s,s,?,w,?,w,o,p,k,?,g,e
b,?,y,t,a,f,c,b,n,e,?,s,s,?,?,p,w,?,p,?,s,m,e
?,y,?,t,?,f,c,b,?,?,r,?,y,?,w,p,?,o,?,n,s,p,e
b,y,w,t,?,f,c,b,k,?,c,?,s,w,w,p,w,?,p,k,?,g,?
?,s,y,t,?,f,c,b,?,e,c,?,s,w,?,p,w,o,?,?,s,m,?
?,y,?,?,p,?,c,?,n,?,e,s,?,?,w,?,w,o,p,n,v,u,p
b,s,?,t,l,f,?,b,?,e,c,s,s,?,w,p,w,o,p,k,n,g,?
b,y,w,t,a,f,c,?,g,?,?,?,s,?,w,p,w,o,p,?,n,g,e
x,y,n,t,p,f,?,?,?,?,e,?,s,w,w,p,w,?,?,k,?,?,p
b,s,w,?,l,f,?,b,?,?,?,s,s,?,?,p,w,o,p,k,?,m,e
b,?,y,t,l,f,c,b,w,e,c,s,s,w,w,p,?,o,?,?,n,m,e
b,y,y,?,?,f,c,b,n,e,?,?,?,?,w,?,w,o,p,k,s,g,e
x,y,?,t,l,f,c,?,g,e,?,?,s,?,w,p,w,o,p,n,?,g,?
x,f,n,t,?,f,c,b,p,t,b,s,s,?,w,p,?,?,p,k,?,?,e
x,y,n,t,a,?,c,b,w,e,?,?,y,w,w,p,w,?,p,k,y,?,?
b,?,?,?,l,f,c,?,n,e,c,?,s,w,w,?,w,o,?,n,s,g,?
?,?,g,f,n,?,c,n,g,e,?,s,s,?,w,?,?,o,p,n,v,u,?
x,y,?,t,?,f,?,?,n,e,r,s,y,?,w,p,?,?,p,k,y,g,e
?,s,w,?,a,f,?,b,?,?,c,s,s,w,w,?,w,o,?,n,s,?,e
b,y,w,t,a,f,c,b,?,e,c,s,s,w,w,p,w,o,?,?,n,g,?
?,?,?,?,a,f,c,?,g,e,?,s,s,?,w,p,w,o,p,k,s,m,e
f,f,y,t,?,?,w,n,?,t,b,s,s,?,w,p,w,o,p,?,v,d,e
b,y,y,t,?,?,c,?,g,e,c,?,?,w,?,p,w,o,p,n,?,g,e
x,?,n,?,n,f,w,?,n,?,e,?,f,w,w,p,w,?,e,n,a,g,?
x,f,y,t,l,f,?,?,n,t,b,s,s,w,w,p,?,o,?,?,?,?,?
x,?,?,t,a,f,c,?,n,e,c,s,s,?,w,p,w,o,p,n,?,m,e
f,?,?,f,n,f,w,b,n,t,e,s,?,w,w,p,w,?,e,k,s,g,?
x,f,n,f,?,?,c,?,?,e,?,s,s,?,w,?,?,o,p,n,?,u,e
f,?,g,f,n,f,w,b,h,t,e,f,?,w,w,p,w,o,e,n,a,g,e
f,y,n,?,a,f,?,?,p,e,r,s,?,w,w,p,w,o,p,n,?,?,?
?,?,w,?,a,f,c,b,?,e,?,s,s,?,w,?,w,o,p,?,s,g,?
b,?,y,t,a,f,c,?,k,?,c,s,?,w,?,p,?,o,p,k,?,?,?
x,?,y,?,l,f,c,b,?,e,r,?,y,?,?,p,?,?,?,k,?,p,e
s,?,?,?,n,f,?,?,g,e,?,?,?,w,w,p,w,o,p,n,v,u,e
?,y,n,t,?,f,?,b,p,e,r,s,y,?,w,p,w,o,?,?,y,?,e
?,y,n,t,?,f,c,n,?,?,e,s,s,w,?,p,w,o,p,k,?,u,p
x,y,y,?,a,f,c,?,p,?,r,s,y,w,w,?,?,o,p,n,?,p,?
x,?,y,?,a,f,c,b,w,?,c,?,s,w,w,p,?,o,?,n,s,?,e
x,f,?,?,n,f,w,b,h,?,e,s,f,?,w,p,?,o,e,?,s,g,e
x,f,n,f,n,f,?,b,p,t,?,f,f,w,w,?,w,o,e,k,a,g,e
?,s,?,f,?,?,w,b,k,t,e,?,s,w,w,p,w,o,e,k,a,?,?
f,y,?,?,a,f,c,b,n,e,?,?,y,w,?,p,w,o,p,?,?,p,?
x,?,y,t,a,f,c,b,?,e,c,s,s,?,w,?,?,o,p,?,n,g,e
?,f,n,?,?,f,c,n,p,e,?,s,s,w,?,p,?,o,p,?,v,u,e
x,y,?,t,a,f,?,?,?,?,r,s,y,w,w,?,?,?,p,n,s,p,?
?,f,y,t,a,f,w,n,?,t,b,s,s,?,?,?,w,?,p,u,?,d,?
b,y,y,t,a,f,c,b,?,e,c,s,?,w,w,p,?,?,p,n,n,g,?
x,?,?,f,?,?,w,?,n,t,e,s,s,w,w,?,w,o,?,k,?,g,e
?,y,y,?,a,f,?,b,w,e,?,s,y,?,?,p,w,o,p,n,?,g,e
f,y,n,?,l,f,c,?,n,?,r,s,y,w,w,p,w,o,p,k,?,?,e
x,?,y,t,?,?,c,b,?,?,c,?,?,w,w,p,w,o,p,?,s,m,e
s,?,n,f,n,f,c,n,n,e,?,s,s,w,w,?,w,?,p,?,y,u,e
x,?,w,?,a,?,c,?,k,e,c,s,?,w,?,?,?,o,p,?,s,m,e
?,s,w,t,l,f,c,?,n,?,c,?,s,w,w,?,?,o,p,k,n,g,e
s,?,n,f,?,f,?,n,k,e,e,s,s,w,w,?,w,?,?,k,y,u,e
?,y,y,t,l,f,c,?,?,e,c,s,s,w,w,p,w,o,p,n,n,m,e
x,y,y,t,l,f,?,b,?,e,c,?,s,w,?,p,?,?,?,n,?,?,e
b,y,y,?,?,f,c,b,k,e,c,s,s,?,w,?,?,?,p,n,s,g,e
?,y,n,t,p,f,c,n,p,e,e,?,s,?,w,p,?,o,p,?,s,u,p
x,s,w,f,?,f,?,?,k,?,e,f,s,w,w,p,w,o,e,n,s,?,?
x,?,w,t,a,f,c,b,w,?,c,?,?,?,?,p,w,o,p,?,?,?,?
b,s,w,t,a,f,?,?,?,e,c,s,s,w,w,p,w,?,p,?,?,g,e
x,f,n,t,n,?,c,b,n,t,b,s,s,g,w,p,w,o,?,?,?,?,e
x,s,n,?,p,f,c,?,w,e,e,s,s,w,w,p,?,o,p,n,?,u,p
?,y,n,t,l,f,?,b,w,e,r,s,y,?,w,p,?,o,p,?,y,p,e
x,s,n,f,n,f,w,b,n,t,e,s,s,?,?,p,?,o,?,k,a,g,?
b,?,y,t,?,f,c,b,n,e,c,?,s,w,?,p,w,o,p,k,n,m,?
x,s,y,?,?,f,c,b,w,e,c,s,?,w,?,p,w,?,p,?,n,m,?
?,s,?,?,a,f,?,b,?,e,c,s,s,?,w,?,w,o,p,n,s,m,e
?,s,y,t,l,f,?,b,g,e,?,s,?,w,w,p,w,?,p,k,?,m,e
b,?,?,?,a,?,c,b,n,e,c,s,?,w,w,p,?,o,?,n,n,g,e
x,f,g,f,n,f,?,n,k,e,e,s,s,w,w,?,?,?,?,n,v,u,?
f,y,n,t,?,f,c,?,w,e,r,s,?,w,?,p,w,o,?,k,?,g,e
x,?,?,f,?,f,w,?,h,t,e,f,f,w,w,p,w,o,?,?,a,g,e
x,s,?,?,l,f,c,b,k,e,c,s,s,?,?,p,w,?,p,?,n,m,?
?,?,y,t,l,f,c,b,?,?,c,s,s,w,w,p,w,o,?,?,s,m,e
x,f,g,f,n,f,?,?,?,e,?,?,s,w,?,p,w,?,p,k,?,u,e
x,?,n,t,?,f,?,n,p,?,e,?,?,?,w,?,?,o,p,n,s,u,?
?,y,w,t,?,f,c,b,?,e,c,s,?,w,?,p,w,o,p,n,n,g,e
?,y,?,?,?,f,c,b,n,e,c,?,?,w,w,p,?,o,?,k,n,m,e
x,y,n,t,?,f,c,n,?,?,e,?,s,w,w,p,?,o,?,?,v,u,?
b,?,y,t,l,f,?,?,w,?,?,s,s,w,w,p,w,o,p,n,s,m,?
x,?,?,t,l,?,?,b,k,e,c,?,s,?,w,?,w,?,p,n,s,m,e
x,y,y,?,l,f,?,b,n,e,?,s,?,w,w,p,w,o,p,?,s,?,e
b,?,y,t,l,f,?,b,?,?,?,?,s,w,?,p,w,o,p,n,n,g,e
x,s,w,?,a,?,c,?,g,e,c,s,?,?,w,p,w,?,p,n,s,m,?
x,?,?,?,?,f,?,b,g,e,c,s,s,w,w,p,?,o,p,k,?,g,e
x,y,n,t,?,f,?,b,w,e,?,?,y,w,?,p,w,o,p,n,?,p,e
x,?,?,t,?,?,?,b,w,?,c,s,s,w,w,?,w,o,?,?,s,?,e
x,s,n,f,n,f,?,b,n,t,e,?,f,w,?,p,w,?,e,k,s,g,?
x,y,?,t,l,f,c,?,?,e,r,?,y,?,w,p,?,o,?,n,?,p,?
x,?,y,t,l,f,c,b,?,e,r,s,y,w,?,?,w,?,p,k,y,g,e
?,y,?,?,p,f,c,n,?,e,e,s,?,?,?,p,w,?,p,?,v,g,p
b,y,?,?,?,?,c,b,w,e,?,?,s,w,w,p,w,o,p,n,n,g,?
x,f,w,?,?,?,w,?,p,?,b,s,?,w,w,p,?,o,p,u,v,d,?
?,s,?,?,p,?,?,n,?,?,?,s,s,w,w,?,w,o,p,?,?,u,p
x,?,y,?,l,f,c,?,k,e,c,?,s,?,w,p,w,?,p,k,?,?,?
?,f,g,f,n,?,w,?,h,t,?,?,f,w,?,p,w,o,?,n,a,g,e
x,y,w,t,l,f,c,?,?,?,?,?,?,w,w,p,w,o,p,k,s,?,e
?,y,w,t,a,f,c,?,w,e,?,s,s,?,?,p,w,o,p,n,s,m,?
x,y,n,t,p,f,c,?,p,?,e,s,?,w,w,?,w,o,p,n,s,u,?
f,?,n,t,l,f,c,b,?,e,r,s,?,w,w,?,?,o,p,k,s,g,e
x,s,w,t,l,f,c,b,n,?,c,?,?,w,?,p,w,?,p,n,n,?,e
x,s,w,?,a,f,w,?,n,t,b,s,s,w,?,p,w,o,?,n,v,d,e
f,y,n,t,a,?,c,b,n,e,r,s,y,w,?,p,?,?,?,?,y,?,e
b,s,w,?,?,f,c,b,k,e,c,?,?,w,w,?,w,o,?,?,?,?,?
x,s,w,f,n,f,?,b,p,t,e,?,f,?,?,p,w,o,e,k,a,g,e
f,f,?,f,?,f,c,n,n,e,e,?,?,?,?,p,?,o,p,n,v,u,e
x,y,w,?,?,f,c,b,g,?,c,s,s,w,w,p,w,o,?,?,s,?,?
x,?,y,?,?,f,c,b,n,e,?,?,y,w,?,p,w,o,?,n,y,g,?
?,?,y,t,l,f,c,?,?,e,?,s,?,w,?,p,?,?,p,?,s,g,e
b,s,?,t,?,f,c,b,w,?,c,s,?,w,w,p,?,o,p,k,?,?,e
f,s,w,t,?,f,?,n,n,t,b,?,?,?,w,p,w,o,p,n,v,?,?
b,s,w,t,a,f,c,b,?,e,?,s,s,?,?,p,?,?,?,k,n,m,?
x,f,?,?,?,?,?,n,n,t,b,s,s,?,w,?,w,o,p,?,?,?,e
x,y,?,t,l,?,c,b,g,?,c,?,s,w,?,p,w,o,p,n,n,m,?
b,y,?,t,l,f,c,?,?,e,c,s,s,w,w,p,w,o,?,?,n,m,e
?,?,n,?,a,f,c,b,p,?,?,s,y,?,w,p,w,o,p,n,?,p,e
x,y,?,t,l,?,?,?,n,?,c,s,s,w,w,?,w,?,?,?,s,?,e
x,y,w,t,?,?,c,?,?,e,c,?,s,w,?,p,w,?,?,k,s,?,e
x,y,y,t,a,f,?,b,?,e,r,s,?,w,?,p,w,o,?,k,y,?,e
?,?,w,t,?,f,c,b,n,?,c,s,s,w,w,p,?,?,?,k,n,m,e
x,?,y,t,l,?,c,?,?,?,c,s,s,w,w,p,w,o,p,k,n,?,e
x,?,?,t,l,f,?,b,?,?,?,s,y,w,?,p,?,o,?,?,?,g,e
?,s,w,t,l,f,c,?,n,e,c,?,?,w,?,p,w,o,p,?,n,g,?
?,y,?,t,l,f,?,b,n,?,r,s,y,w,w,p,w,o,p,k,?,g,e
b,?,w,?,?,f,?,b,?,?,c,?,?,w,w,p,w,o,p,?,s,?,e
?,f,n,t,n,?,?,b,n,?,b,s,?,?,p,?,w,?,?,?,y,d,?
?,y,w,t,l,f,c,?,k,e,c,s,s,w,?,p,w,o,?,n,?,?,e
b,s,w,t,l,f,c,b,g,e,c,s,s,w,?,?,w,o,?,?,n,g,e
?,s,?,?,l,?,c,b,g,e,c,s,?,w,w,?,?,?,p,?,n,m,?
x,?,?,t,l,f,?,n,?,?,b,?,?,w,?,p,w,?,?,n,?,d,e
b,?,w,t,l,?,c,?,?,e,c,s,s,?,w,p,?,o,p,?,n,m,e
x,s,?,f,n,f,?,b,h,?,e,?,f,w,w,?,w,o,e,k,a,g,e
?,s,w,t,a,f,c,?,?,?,c,s,s,?,?,?,?,?,p,n,?,g,e
?,s,y,t,l,?,c,b,?,?,?,s,s,?,?,?,w,o,p,k,s,?,e
f,y,y,?,a,f,c,b,n,e,r,s,y,w,w,p,w,o,?,k,y,?,e
?,?,n,t,?,?,c,b,?,e,?,?,y,w,w,p,?,o,?,n,y,p,?
?,s,?,t,?,?,c,?,?,e,c,s,s,?,?,?,w,o,p,n,s,m,e
?,y,y,t,l,?,c,b,n,e,r,s,y,?,w,?,w,?,p,n,s,g,?
?,s,?,t,?,f,c,b,?,?,c,s,s,w,w,p,w,o,p,k,?,g,?
x,?,y,?,?,f,c,b,w,e,c,s,s,?,?,p,?,?,?,n,n,m,e
x,?,?,f,n,f,c,?,k,?,?,s,s,w,w,p,w,o,?,?,v,?,?
f,y,n,t,?,f,?,?,?,e,r,s,y,?,w,?,w,o,p,n,?,g,e
?,s,w,?,a,?,c,?,g,e,c,?,?,w,w,?,w,?,p,k,?,m,e
x,?,y,?,l,f,c,?,g,e,?,s,s,?,w,p,w,o,p,?,n,?,e
b,y,?,t,?,f,c,b,?,e,c,s,?,w,?,p,w,?,p,?,?,g,e
f,?,y,t,?,?,c,b,w,e,r,s,y,w,w,?,w,o,p,?,?,p,e
x,y,y,t,l,f,?,b,g,e,?,?,s,w,w,p,w,o,p,k,n,g,e
x,y,w,t,a,?,?,?,w,?,c,s,s,?,?,p,?,o,?,k,n,m,?
f,f,w,t,a,?,w,n,?,?,b,?,s,w,w,p,?,o,?,u,v,d,e
s,f,g,f,?,f,c,?,k,?,e,s,s,w,?,p,w,o,?,?,y,u,e
f,?,?,?,l,f,w,?,n,t,b,s,?,w,w,p,w,o,?,?,v,d,?
?,f,g,f,n,f,c,?,k,e,e,s,s,w,w,p,w,o,?,?,?,u,?
x,?,n,?,n,f,c,?,p,e,e,?,s,w,w,?,w,o,p,?,y,u,?
b,y,w,t,a,f,c,?,w,e,c,?,s,?,w,p,w,?,p,?,?,g,e
x,s,?,t,a,?,?,?,p,?,b,?,s,w,w,p,?,?,p,?,v,?,?
b,y,y,?,l,f,c,?,n,e,c,?,?,w,w,p,w,?,p,k,?,?,e
b,y,?,t,?,f,c,?,?,?,?,?,s,w,?,p,w,o,?,k,?,m,?
b,y,?,t,?,f,?,?,g,?,c,?,?,w,w,p,w,o,p,?,s,g,?
?,?,w,?,l,?,w,?,p,t,b,?,s,w,w,?,w,o,p,u,?,d,?
f,f,g,f,n,f,c,n,g,e,e,s,s,w,w,?,?,?,?,?,?,u,?
f,s,w,t,a,?,w,n,w,t,?,s,?,w,w,?,w,o,p,n,v,d,e
f,?,y,t,a,f,?,b,p,e,r,s,?,w,w,p,w,?,?,?,y,g,?
?,y,w,?,?,?,c,?,w,?,?,s,s,w,?,?,w,?,?,n,s,m,?
s,f,?,f,?,?,c,?,?,e,e,s,s,w,?,p,?,o,p,n,y,?,e
x,?,?,t,l,f,c,b,?,?,?,?,?,w,?,?,w,o,p,k,?,?,e
x,y,n,?,a,f,c,?,n,?,r,?,y,w,w,p,?,o,?,?,s,p,e
?,f,?,t,a,f,w,?,?,t,b,?,?,?,w,?,w,o,p,u,v,?,e
f,?,n,t,p,f,c,n,p,?,e,s,?,?,w,p,w,?,?,n,s,g,p
?,s,n,t,p,f,c,?,?,e,e,?,?,w,?,p,w,o,?,?,v,u,p
f,?,n,?,l,f,c,b,?,e,r,?,?,?,w,p,w,o,p,n,s,p,e
x,y,?,t,a,f,?,?,w,?,r,s,y,?,?,p,w,o,?,k,s,?,e
b,s,y,t,a,?,c,?,?,e,c,s,s,w,w,?,?,?,p,n,n,m,e
f,f,w,f,n,f,w,b,?,t,e,f,s,w,w,p,w,?,e,?,a,?,?
f,y,?,t,a,?,?,b,p,e,?,?,y,w,?,p,w,o,p,n,s,g,?
?,y,w,?,?,?,c,b,n,e,c,s,s,?,w,p,?,?,p,n,?,?,e
b,?,y,?,l,f,?,b,w,e,c,s,?,?,?,?,w,o,?,k,n,m,e
?,?,y,?,a,f,c,b,w,e,?,?,?,w,w,?,w,o,p,n,n,g,e
b,?,?,?,a,f,?,?,g,?,c,?,s,?,w,p,?,o,p,k,?,?,?
?,s,w,?,l,f,c,b,g,?,c,s,?,w,w,p,w,o,?,k,n,m,e
b,?,?,t,?,f,?,b,w,e,?,s,s,?,?,?,w,o,?,k,s,?,e
b,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,?,?,g,e
?,s,?,?,p,?,c,?,n,e,e,s,s,w,w,?,w,o,p,n,?,g,p
x,s,g,?,n,f,w,b,?,?,e,?,s,w,w,?,w,?,?,n,s,?,e
f,?,n,f,n,f,w,b,p,t,?,f,s,w,?,p,w,?,?,n,a,?,e
x,f,w,?,a,f,?,?,?,t,b,?,s,w,?,?,w,o,?,n,v,?,e
?,f,g,?,?,f,c,?,p,?,e,s,s,w,?,p,w,o,p,n,v,u,e
f,?,n,?,n,f,c,?,k,e,e,s,s,?,w,?,w,?,?,n,?,u,e
?,y,y,t,a,?,?,b,?,e,?,s,?,w,w,p,w,o,?,k,s,g,e
?,f,w,t,a,f,w,n,n,t,?,s,s,w,w,p,?,?,p,u,v,?,e
?,f,g,f,n,f,?,n,n,?,e,s,s,?,w,p,w,o,?,n,?,u,e
x,f,?,f,?,f,c,?,?,?,?,?,?,w,w,?,w,o,p,n,?,u,e
x,f,?,f,n,?,w,b,?,?,?,f,s,w,?,p,w,o,?,n,?,g,e
x,?,?,t,l,f,c,b,?,e,r,s,y,w,w,?,w,o,p,?,y,p,e
b,s,?,?,a,f,c,b,k,?,c,?,?,w,?,p,w,o,p,k,n,?,e
x,?,w,t,l,?,c,?,k,e,c,s,s,w,?,p,?,o,p,?,s,?,e
?,y,y,t,a,f,c,b,k,e,?,s,s,w,?,p,w,o,p,n,n,g,?
x,s,?,?,l,f,c,b,w,e,c,s,?,w,w,p,w,o,p,k,n,?,e
?,s,w,t,?,f,c,b,n,e,c,s,s,w,w,?,w,?,p,k,?,?,e
f,?,?,t,a,f,c,b,p,e,r,s,y,w,w,?,w,?,p,?,y,p,e
x,s,n,t,p,?,c,n,n,e,?,?,?,w,w,p,?,?,p,n,?,?,p
?,f,?,f,n,f,c,n,n,e,e,?,?,?,w,p,w,o,p,k,y,?,?
?,s,?,t,l,?,c,b,?,?,?,s,s,w,w,p,w,?,p,n,s,g,?
f,y,?,t,?,f,c,?,w,e,?,s,?,w,?,p,w,o,p,?,s,p,e
?,s,y,t,a,f,c,b,k,?,c,?,s,w,?,p,?,o,p,n,s,?,e
x,f,n,f,?,f,c,n,?,e,e,s,s,w,w,p,w,o,p,?,y,u,e
?,y,y,t,?,?,?,b,w,?,?,s,y,w,?,?,w,o,p,n,?,?,e
x,y,n,t,a,?,c,?,n,e,r,s,y,?,w,p,w,o,p,n,y,?,?
x,s,?,t,?,f,?,?,n,e,c,s,s,w,?,p,?,?,p,?,s,g,?
x,?,?,t,p,?,?,?,n,e,e,s,s,?,w,?,w,o,p,k,s,g,?
f,?,n,t,l,f,c,b,?,e,r,?,?,w,w,p,?,o,p,k,y,p,e
f,s,n,?,p,f,c,n,k,e,e,s,s,?,w,p,?,?,p,k,?,?,p
x,f,w,f,n,?,w,b,k,t,e,f,?,w,w,p,?,o,e,k,s,?,?
?,y,w,t,a,f,c,b,k,e,c,s,s,w,w,?,?,o,?,k,s,m,e
s,?,?,f,n,?,c,n,?,e,e,s,?,?,w,p,w,o,p,k,v,?,?
?,?,?,t,l,f,?,?,g,?,?,s,s,w,w,p,w,?,p,n,s,?,e
f,?,?,t,a,f,w,n,p,t,b,?,s,w,w,p,w,o,?,u,?,d,?
x,s,y,t,a,f,c,b,n,?,c,s,s,w,w,?,w,?,p,k,?,m,e
f,f,?,f,?,f,?,?,p,t,e,s,?,w,w,p,w,?,?,?,s,?,e
?,y,w,t,?,?,?,?,?,e,?,?,s,?,?,?,w,o,p,n,s,?,p
x,y,y,?,?,f,?,?,?,e,r,?,?,w,w,p,w,o,p,?,s,g,e
f,f,n,f,?,f,?,b,?,?,e,s,?,w,?,p,w,?,e,k,a,g,?
x,s,?,?,a,f,c,b,w,e,c,s,s,w,w,p,w,o,?,?,?,m,e
b,y,y,t,l,?,?,b,g,?,?,s,?,?,?,?,?,o,p,n,?,?,e
f,f,?,?,n,f,c,n,g,?,?,s,s,w,?,p,w,o,p,n,?,u,?
?,f,y,?,l,f,?,?,p,t,b,s,s,w,w,p,?,o,?,u,?,d,e
x,s,y,t,a,f,c,?,?,e,c,s,?,w,w,?,w,o,p,n,?,?,?
f,?,n,f,?,f,?,?,n,?,e,s,s,?,w,?,?,?,p,?,y,u,?
x,f,g,?,n,f,w,?,h,t,e,f,?,?,w,?,w,o,e,?,?,g,e
x,y,y,?,?,f,?,?,p,e,r,s,y,?,w,p,?,?,p,k,?,?,e
f,s,?,?,l,f,w,n,p,t,b,s,?,w,w,p,w,o,p,n,v,d,e
x,s,?,t,l,?,?,b,k,?,?,s,?,w,?,?,w,o,p,?,s,?,e
f,y,?,t,a,f,c,?,p,e,r,s,y,w,w,p,?,?,p,k,y,p,e
x,y,?,t,p,f,?,n,?,e,e,s,s,?,w,p,?,o,p,k,?,?,p
?,f,w,t,l,f,w,?,w,t,b,s,s,w,w,p,?,o,?,u,?,d,?
x,?,w,?,l,f,c,b,w,?,c,s,s,w,w,?,w,o,?,k,n,g,e
?,y,y,?,a,f,c,b,g,?,c,s,s,w,?,?,w,o,p,n,n,m,e
b,s,?,t,a,?,c,b,g,?,?,s,?,w,w,?,w,o,p,n,s,g,e
?,s,y,t,?,?,w,n,w,t,b,s,?,?,?,p,w,o,p,u,v,d,e
x,s,y,t,a,f,w,?,n,t,b,s,s,?,?,p,w,?,p,u,?,d,?
x,?,w,f,?,?,w,b,n,?,e,f,s,w,?,p,w,o,e,?,s,g,e
b,s,?,?,?,f,c,?,w,?,c,?,s,w,w,p,w,?,p,n,?,m,e
?,y,w,t,p,f,?,n,w,e,e,?,s,w,w,?,w,o,p,k,v,g,p
?,y,y,t,?,?,?,?,g,e,c,?,s,w,w,p,w,o,p,n,?,?,?
?,s,g,f,n,f,w,b,k,t,?,?,f,w,w,?,w,o,e,?,s,g,?
?,?,n,t,?,f,c,n,n,e,?,s,s,w,w,p,w,?,p,n,s,?,?
b,y,w,t,a,f,c,b,w,?,c,s,?,w,?,p,w,o,p,?,n,?,e
x,s,w,t,a,?,c,b,?,?,c,s,?,w,?,p,w,o,p,?,?,m,e
?,f,y,t,l,f,w,n,?,?,b,?,?,?,?,p,w,o,p,n,?,?,?
x,s,y,t,?,?,c,b,k,e,c,s,?,?,w,p,w,o,p,k,?,g,e
